type,modified,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,individualcount,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,materialsampleid,eventid,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,minimumelevationinmeters,maximumelevationinmeters,verbatimelevation,minimumdepthinmeters,maximumdepthinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,coordinateprecision,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identificationqualifier,typestatus,identifiedby,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,scientificnameid,namepublishedinid,scientificname,acceptednameusage,originalnameusage,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,taxonremarks,lengthinmm,lengthtype,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex,dataset_url,dataset_citation,gbifdatasetid,gbifpublisherid,dataset_contact_email,dataset_contact,dataset_pubdate,lastindexed,migrator_version,hasmedia,hastissue,wascaptive,isfossil,vntype,haslength
PhysicalObject,9/17/2019 12:50,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:257302?seid=1451706. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:257302,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,snout-vent length=57 mm; weight=7 g; sex=not recorded,http://arctos.database.museum/guid/MVZ:Herp:257302?seid=1451706,MVZ:Herp:257302,2187,"Collector(s): Christopher J. Conroy, John D. Perrine, Jeff T. Wilcox",1,undetermined,,,,,,tissue (frozen); tissue (frozen) sample; whole organism (ethanol),,,,,,collector number=2187,,http://arctos.database.museum/guid/MVZ:Herp:257302,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Christopher J. Conroy on 2007-04-30; method: field,,,,,4/30/2007,,120,120,2007,4,30,4/30/2007,,,,,Former verification status: verified by collector.,,,"North America, United States, California, Tehama County",North America,,,,United States,,California,Tehama County,,"Digger Creek at Cross Country Ditch, 0.5 mi NE Manton","Digger Creek at Cross Country Ditch, 0.5 mi NE Manton, Tehama Co., CA",623.6208,623.6208,,,,,,,Madeline S. Tiee,,40.43911,-121.86558,World Geodetic System 1984,110,,40.43911/-121.86558,,,decimal degrees,,,,Madeline S. Tiee,7/9/2007,MaNIS georeferencing guidelines,GPS,verified and locked,,,,,,,,,,,,,,,,,,,,,A,,Christopher J. Conroy,4/30/2007,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,57,snout-vent length,0,7,0,,not recorded,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,9/18/2019 3:34,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:257303?seid=399743. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:257303,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=not recorded ; snout-vent length=53 mm; weight=5.3 g,http://arctos.database.museum/guid/MVZ:Herp:257303?seid=399743,MVZ:Herp:257303,2173,"Collector(s): Christopher J. Conroy, John D. Perrine, Jeff T. Wilcox",1,undetermined,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=2173,,http://arctos.database.museum/guid/MVZ:Herp:257303,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Christopher J. Conroy on 2007-04-27; method: field,,,,,4/27/2007,,117,117,2007,4,27,4/27/2007,under logs near trapline,,,,Former verification status: verified by collector.,,,"North America, United States, California, Tehama County",North America,,,,United States,,California,Tehama County,,"Vasquez Ranch, 0.8 mi SW of Manton","Vasquez Ranch, 0.8 mi SW of Manton",587.6544,587.6544,,,,,,,Madeline S. Tiee,,40.43056,-121.87949,World Geodetic System 1984,106,,40.43056/-121.87949,,,decimal degrees,,,,Madeline S. Tiee,7/9/2007,MaNIS georeferencing guidelines,GPS,verified and locked,,,,,,,,,,,,,,,,,,,,,A,,Christopher J. Conroy,4/27/2007,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,53,snout-vent length,0,5.3,0,,not recorded,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,9/17/2019 5:18,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:257328?seid=1208893. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:257328,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=not recorded,http://arctos.database.museum/guid/MVZ:Herp:257328?seid=1208893,MVZ:Herp:257328,CJC2337,"Collector(s): Christopher J. Conroy, Felix P. Ratcliff",1,undetermined,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=CJC2337,,http://arctos.database.museum/guid/MVZ:Herp:257328,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Christopher J. Conroy on 2007-08-25; method: field,,,,,8/25/2007,,237,237,2007,8,25,8/25/2007,,by hand,,,,,,"North America, United States, California, Plumas County",North America,,,,United States,,California,Plumas County,,"Devil's Kitchen, Lassen Volcanic National Park","Devil's Kitchen, Lassen Volcanic National Park, Plumas Co., CA",,,,,,,,,Madeline S. Tiee,,40.4411,-121.4316,North American Datum 1983,278,,40.4411/-121.4316,,,decimal degrees,,,,Madeline S. Tiee,1/28/2008,MaNIS georeferencing guidelines,"TopoZone.com 1:25,000 and Terrain Navigator Pro v.7.0 USGS 1:24,000 Shasta Lake/Redding (CA) [READING PEAK] 1995",unverified,,,,,,,,,,,,,,,,,,,,,A,,Christopher J. Conroy,8/25/2007,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,not recorded,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,6/21/2019 9:42,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:257677?seid=1507942. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:257677,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=not recorded,http://arctos.database.museum/guid/MVZ:Herp:257677?seid=1507942,MVZ:Herp:257677,2394,"Collector(s): Christopher J. Conroy, Carla E. Ebeling",1,undetermined,,,,,,tissue (frozen); tissue (frozen) sample; whole organism (ethanol),,,,,,collector number=2394,,http://arctos.database.museum/guid/MVZ:Herp:257677,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Christopher J. Conroy on 2007-09-14; method: field,,,,,9/14/2007,,257,257,2007,9,14,9/14/2007,,by hand,,,,,,"North America, United States, California, Lassen County",North America,,,,United States,,California,Lassen County,,Bailey Creek,"Bailey Creek, Lassen Co., CA",,,,,,,,,Madeline S. Tiee,,40.80434,-120.61235,World Geodetic System 1984,6,,40.80434/-120.61235,,,decimal degrees,,,,Madeline S. Tiee,1/28/2008,MaNIS georeferencing guidelines,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,Christopher J. Conroy,9/14/2007,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,not recorded,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,8/23/2019 3:00,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:265297?seid=1974553. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:265297,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=male ; age class=adult ; snout-vent length=77 mm; tail length=107 mm; weight=20.6 g,http://arctos.database.museum/guid/MVZ:Herp:265297?seid=1974553,MVZ:Herp:265297,JVP 62,"Collector(s): Joshua V. Penalba, Kory Heiken, Lydia L. Smith, Carol L. Spencer",1,male,adult,,,,,tissue (flash-frozen); whole organism (ethanol),,,,,,collector number=JVP 62,,http://arctos.database.museum/guid/MVZ:Herp:265297,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Joshua V. Penalba on 2010-04-26; method: field,,,,,4/26/2010,,116,116,2010,4,26,4/26/2010,,,,,collected at 11:53 AM,,,"North America, United States, California, San Bernardino County",North America,,,,United States,,California,San Bernardino County,,"ca. 0.6 mi S (via Black Canyon Rd.) intersection Cedar Canyon Rd. and Black Canyon Rd., Mid Hills, Mojave Nat'l Preserve","Approximately 0.6mi S (via Black Canyon Rd.) intersection Cedar Canyon Rd and Black Canyon Rd, Mid Hills, Mojave Nat'l Preserve, San Bernardino County, California",,,,,,,,,Joshua V. Penalba,,35.14578,-115.40111,World Geodetic System 1984,5,,35.14578/-115.40111,,,decimal degrees,,,,Joshua V. Penalba,4/26/2010,MaNIS georeferencing guidelines,GPS Garmin 12XL,unverified,,,,,,,,,,,,,,,,,,,,,A,,Joshua V. Penalba,4/26/2010,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,77,snout-vent length,0,20.6,0,adult,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,8/23/2019 3:00,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:265302?seid=1974558. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:265302,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=female ; age class=adult ; snout-vent length=70 mm; tail length=94 mm; weight=15 g,http://arctos.database.museum/guid/MVZ:Herp:265302?seid=1974558,MVZ:Herp:265302,JVP 67,"Collector(s): Joshua V. Penalba, Kory Heiken, Lydia L. Smith, Carol L. Spencer",1,female,adult,,,,,tissue (flash-frozen); whole organism (ethanol),,,,,,collector number=JVP 67,Regenerated tail.,http://arctos.database.museum/guid/MVZ:Herp:265302,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Joshua V. Penalba on 2010-04-26; method: field,,,,,4/26/2010,,116,116,2010,4,26,4/26/2010,,,,,collected at 13:17,,,"North America, United States, California, San Bernardino County",North America,,,,United States,,California,San Bernardino County,,"ca. 2.56 mi S (via Black Canyon Rd.) intersection Cedar Canyon Rd. and Black Canyon Rd., Mid Hills, Mojave Nat'l Preserve","Approximately 2.56mi S (via Black Canyon Rd.) intersection Cedar Canyon Rd and Black Canyon Rd, Mid Hills, Mojave Nat'l Preserve, San Bernardino County, California",,,,,,,,,Joshua V. Penalba,,35.14011,-115.40425,World Geodetic System 1984,9,,35.14011/-115.40425,,,decimal degrees,,,,Joshua V. Penalba,4/26/2010,MaNIS georeferencing guidelines,GPS Garmin 12XL,unverified,,,,,,,,,,,,,,,,,,,,,A,,Joshua V. Penalba,4/26/2010,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,70,snout-vent length,0,15,0,adult,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,6/24/2019 4:26,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:269522?seid=2099725. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:269522,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=male ; age class=juvenile ; total length=67 mm; tail length=36 mm; head width=7 mm; weight=0.8 g,http://arctos.database.museum/guid/MVZ:Herp:269522?seid=2099725,MVZ:Herp:269522,,Collector(s): unknown; Preparator(s): Andrea Price,1,male,juvenile,,,,,tissue (frozen); whole organism (ethanol),,,,,,LWH: Lindsay Wildlife Hospital=LWH 03-5954; MVZ Prep Lab Catalog=PLC 668,"Attempted to rehabilitate animal, euthanized 21 Dec 2003.",http://arctos.database.museum/guid/MVZ:Herp:269522,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Andrea Price on 2008-06-03; method: field,,,,,12/13/2003,,347,347,2003,12,13,12/13/2003,,,,,Former verification status: checked by curator.,,,"North America, United States, California, Contra Costa County",North America,,,,United States,,California,Contra Costa County,,"2719 Almondridge Drive, Antioch","2719 Almond Ridge Drive, Antioch, Contra Costa County, California",,,,,,,,,unknown,,38.00231,-121.767507,World Geodetic System 1984,24,,38.00231/-121.767507,,,decimal degrees,,,,unknown,12/13/2003,GeoLocate,GeoLocate,accepted,,,,,,,,,,,,,,,,,,,,,A,,Andrea Price,6/3/2008,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,67,total length,0,0.8,0,juvenile,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,9/18/2019 3:01,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:240983?seid=1621808. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:240983,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,sex=male,http://arctos.database.museum/guid/MVZ:Herp:240983?seid=1621808,MVZ:Herp:240983,RH-3,Collector(s): Robert J. Hijmans,1,male,,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=RH-3,,http://arctos.database.museum/guid/MVZ:Herp:240983,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by unknown on 2003-05-31; method: field,,,,,5/31/2003,,151,151,2003,5,31,5/31/2003,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"on the Four Miles Trail"" from Valley bottom to Glacier Point, Yosemite National Park""","on the ""Four Miles Trail"" from Valley bottom to Glacier Point, Yosemite National Park",1584.96,1584.96,,,,,,,John Wieczorek,,37.7349,-119.591,North American Datum 1927,,,37.7349/-119.591,,,decimal degrees,,,,John Wieczorek,10/19/2003,MaNIS georeferencing guidelines,Topozone.com,unverified,,,,,,,,,,,,,,,,,,,,,A,,unknown,5/31/2003,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,,,,,,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,0
PhysicalObject,6/19/2019 15:12,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:243335?seid=1500546. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:243335,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=11.50 g; tail length=87.0 mm; snout-vent length=73.0 mm; age class=adult/juvenile ; sex=male,http://arctos.database.museum/guid/MVZ:Herp:243335?seid=1500546,MVZ:Herp:243335,1173,Collector(s): Christopher J. Conroy,1,male,adult/juvenile,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=1173,Tail regenerated. Preserved on 11 May 2004,http://arctos.database.museum/guid/MVZ:Herp:243335,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Christopher J. Conroy on 2000-05-01; method: field,,,,,5/1/2004,,122,122,2004,5,1,5/1/2004,,,,,,,,"North America, United States, California, Stanislaus County",North America,,,,United States,,California,Stanislaus County,,Cemetery W La Grange,Cemetery West of La Grange,,,,,,,,,Rochelle N. Germano,,37.66512,-120.47865,World Geodetic System 1984,,,37.66512/-120.47865,,,decimal degrees,,,,Rochelle N. Germano,10/8/2004,not recorded,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,Christopher J. Conroy,5/1/2000,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,73,snout-vent length,0,11.5,0,adult/juvenile,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,6/18/2019 11:20,http://creativecommons.org/publicdomain/zero/1.0/,,http://www.vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:243336?seid=1566219. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:243336,urn:lsid:biocol.org:col:34777,urn:lsid:biocol.org:col:34818,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=14.25 g; tail length=102.0 mm; snout-vent length=76.0 mm; age class=adult/juvenile ; sex=male,http://arctos.database.museum/guid/MVZ:Herp:243336?seid=1566219,MVZ:Herp:243336,1174,"Collector(s): Christopher J. Conroy, James L. Patton",1,male,adult/juvenile,,,,,tissue (frozen); tissue (frozen) sample; whole organism (ethanol),,,,,,collector number=1174,Preserved on 11 May 2004,http://arctos.database.museum/guid/MVZ:Herp:243336,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Christopher J. Conroy on 2000-05-02; method: field,,,,,5/2/2004,,123,123,2004,5,2,5/2/2004,,,,,,,,"North America, United States, California, Stanislaus County",North America,,,,United States,,California,Stanislaus County,,"Reeve's Ranch, 0.7 mi WNW La Grange","Reeve's Ranch, 0.7 mi WNW La Grange, Stanislaus Co., California 310 FT, 37.67372/-120.46551",310,310,,,,,,,Rochelle N. Germano,,37.67372,-120.46551,World Geodetic System 1984,,,37.67372/-120.46551,,,decimal degrees,,,,Rochelle N. Germano,10/8/2004,not recorded,GPS,unverified,,,,,,,,,,,,,,,,,,,,,A,,Christopher J. Conroy,5/2/2000,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,76,snout-vent length,0,14.25,0,adult/juvenile,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
PhysicalObject,9/18/2019 15:43,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:250087?seid=946867. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Herp:250087,MVZ,30,,MVZ,Amphibian and reptile specimens,,PreservedSpecimen,,,weight=9.90 g; snout-vent length=68.0 mm; tail length=96.0 mm; sex=male ; age class=adult/juvenile,http://arctos.database.museum/guid/MVZ:Herp:250087?seid=946867,MVZ:Herp:250087,3075,Collector(s): Adam D. Leache,1,male,adult/juvenile,,,,,tissue (frozen); whole organism (ethanol),,,,,,collector number=3075,,http://arctos.database.museum/guid/MVZ:Herp:250087,,,,,<i>Sceloporus occidentalis</i> (accepted ID) identified by Adam D. Leache on 2005-12-16; method: field,,,,,9/5/2005,,248,248,2005,9,5,9/5/2005,,,,,,,,"North America, United States, California, Mariposa County",North America,,,,United States,,California,Mariposa County,,"~3km W of Yosemite Creek, Tioga Rd., Yosemite National Park","CA; Mariposa Co., Yosemite N.P., Tioga Rd., ~3km W. of Yosemite Creek",2400.9096,2400.9096,,,,,,,unknown,Elevation determined from GPS,37.83812,-119.59299,World Geodetic System 1984,,,37.83812/-119.59299,,,decimal degrees,,,,unknown,12/2/2005,not recorded,not recorded,unverified,,,,,,,,,,,,,,,,,,,,,A,,Adam D. Leache,12/16/2005,,field,,,,Sceloporus occidentalis,,,,,Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,,occidentalis,,species,,,,ICZN,,,68,snout-vent length,0,9.9,0,adult/juvenile,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2019-07-06)",09c4287e-e6d5-4552-a07f-bff8a00833d8,8edbbde0-055e-11d8-b850-b8a03c50a862,atrox@berkeley.edu,Carol Spencer,7/6/2019,9/22/2019,no migrator,0,1,0,0,specimen,1
